,area,city,country,latitude,longitude,hotel_star_rating,mmt_location_rating,mmt_review_count,mmt_review_rating,mmt_review_score,mmt_traveller_type_review_count,Couple,Solo,Friends,Business,pageurl,property_address,property_name,property_type,room_types,state,traveller_rating
1577,Kanyal Road,Manali,India,32.2268,77.1845,4,Location:4.8,156,Excellent:137|Very Good:11|Average:4|Poor:4|Terrible:0,4.8,Family:48,85,2,8,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KUU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201505261212332137&i=|0,Kanyal Road Kanyal Road,Holiday Heights Manali,Hotel,Deluxe Room (without Balcony No View)|Garden Luxury Room (without Balcony Mountain View)|Luxury Room (private Balcony With Mountain View)|Family Suite (without Balcony No View)|Honeymoon Room (private Balcony With Mountain View),Himachal Pradesh,Location:4.8/5 | Hospitality:4.8/5 | Facilities:4.7/5 | Cleanliness:4.6/5 | Value for Money:4.8/5 | Food:3.2/5
1578,Rangri National HighWay,Manali,India,32.2396,77.1887,3,Location:3.2,6,Excellent:2|Very Good:1|Average:1|Poor:1|Terrible:1,3.7,Family:1,5,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KUU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201410171404327451&i=|0,"VGadherni, Simsa Road, Manali, VGadherni, Simsa Road,",Harmony River Valley,Hotel,Deluxe|Super Deluxe,Himachal Pradesh,Location:3.2/5 | Hospitality:3.8/5 | Facilities:3.5/5 | Cleanliness:4.0/5 | Value for Money:3.8/5 | Food:2.8/5
1579,Chowara,Kovalam and Poovar,India,8.35781,77.0131,1,Location:4.0,1,Excellent:0|Very Good:0|Average:1|Poor:0|Terrible:0,3.3,Family:1,0,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOV&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201407221053123160&i=|0,"Near Azhimala Siva Temple, Chowara Chowara",Halcyon Valley Beach Resort,Hotel,Cliff Cottage|Sea View Cottage|Honey Moon Cottage|Kerala Cottage|Travancore Cottage,Kerala,Location:4.0/5 | Hospitality:3.0/5 | Facilities:3.0/5 | Cleanliness:4.0/5 | Value for Money:3.0/5 | Food:3.0/5
1580,Kumarakom Boat Jetty,Kumarakom,India,9.638644,76.427414,3,Location:3.2,4,Excellent:1|Very Good:0|Average:3|Poor:0|Terrible:0,3.9,Family:1,2,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XKU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201012271145198695&i=|0,"Near Post Office, Cheerppunkal, Kumarakom",Royal Riviera,Hotel,Deluxe|Executive Suite,kerala,Location:3.2/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.2/5 | Food:2.5/5
1581,Gomti Nagar,Lucknow,India,26.799881,81.00923,3,Location:3.0,1,Excellent:0|Very Good:0|Average:0|Poor:1|Terrible:0,2,Family:0,1,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=LKO&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201303301053108282&i=|0,"331,Ahimamau,Gomti Nagar Extension Sultanpur Road",Studio One Hotel,Hotel,Deluxe Room|Executive,Uttar Pradesh,Location:3.0/5 | Hospitality:3.0/5 | Facilities:1.0/5 | Cleanliness:3.0/5 | Value for Money:3.0/5 | Food:1.0/5
1582,Chowara Kovalam,Kovalam and Poovar,India,8.360059,77.015936,2,Location:3.1,14,Excellent:1|Very Good:5|Average:2|Poor:6|Terrible:0,3.5,Family:10,4,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOV&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201103170917018095&i=|0,"Chowara Beach Road, Chowara.P.O Chowara, Kovalam",Ideal Ayurvedic Resort,Hotel,Pool View Non A/c|Pool View A/c,Kerala,Location:3.1/5 | Hospitality:4.1/5 | Facilities:3.6/5 | Cleanliness:3.9/5 | Value for Money:4.1/5 | Food:3.0/5
1583,Kovalam,Kovalam and Poovar,India,8.403271,76.973239,3,Location:4.8,67,Excellent:45|Very Good:17|Average:5|Poor:0|Terrible:0,4.6,Family:35,21,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOV&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200705281046556169&i=|0,"GV Raja Road, Vellar, Samudra Beach, Kovalam Samudra Beach",Hotel Samudra KTDC,Hotel,Avenue Room|Deluxe,kerala,Location:4.8/5 | Hospitality:4.4/5 | Facilities:4.5/5 | Cleanliness:4.0/5 | Value for Money:4.4/5 | Food:2.6/5
1584,Mall Road,Manali,India,32.24772543,77.18647898,2,Location:4.3,61,Excellent:37|Very Good:8|Average:8|Poor:7|Terrible:1,4.2,Family:16,20,2,2,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KUU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201004221022331541&i=|0,"Circuit House Road, Near Hotel Kanishka Circuit House Road",Hotel Crystal,Hotel,Standard|Luxury Room,Himachal Pradesh,Location:4.3/5 | Hospitality:4.3/5 | Facilities:4.0/5 | Cleanliness:4.3/5 | Value for Money:4.3/5 | Food:2.3/5
1585,Vikas Nagar,Lucknow,India,26.898588,80.966657,4,Location:5.0,3,Excellent:3|Very Good:0|Average:0|Poor:0|Terrible:0,5,Family:1,0,1,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=LKO&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201512121744441803&i=|0,"VIJAY PARADISE,MAIN RING ROAD, VIKAS NAGAR,LUCKNOW",Hotel Vijay Paradise,Hotel,Deluxe Room|Executive Club Room,Uttar Pradesh,Location:5.0/5 | Hospitality:5.0/5 | Facilities:5.0/5 | Cleanliness:3.3/5 | Value for Money:5.0/5 | Food:1.7/5
1586,Club House Road,Manali,India,32.254234,77.18094,3,Location:4.4,94,Excellent:31|Very Good:20|Average:25|Poor:11|Terrible:7,3.8,Family:35,23,1,2,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=KUU&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=20090129095058135&i=|0,Near Club House Near Club House,Hotel Dream Land - River side,Hotel,Deluxe|Honey Moon Suite,Himachal Pradesh,Location:4.4/5 | Hospitality:4.3/5 | Facilities:3.5/5 | Cleanliness:3.6/5 | Value for Money:4.1/5 | Food:2.8/5
1587,Kovalam,Kovalam and Poovar,India,8.39072,76.9769,3,Location:4.6,24,Excellent:18|Very Good:3|Average:2|Poor:1|Terrible:0,4.6,Family:15,9,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOV&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201201161506042211&i=|0,Kovalam Itdc Road,Tom's Inn Premium,Hotel,Sea View Room,Kerala,Location:4.6/5 | Hospitality:4.6/5 | Facilities:4.6/5 | Cleanliness:4.6/5 | Value for Money:4.6/5 | Food:3.3/5
1588,Muniyandipuram,Madurai,India,9.900038,78.070516,3,Location:4.3,3,Excellent:2|Very Good:1|Average:0|Poor:0|Terrible:0,4.6,Family:1,0,2,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=IXM&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201404171041428512&i=|0,"175, Vilachery Main Road, Muniyandipuram P.O., Near Sourashtra College Near Sourashtra College",AVN Swasthya  - The Ayurveda Village,Hotel,Ac Deluxe Room|Ac Classic Villa|Ac Deluxe Villa,Tamil Nadu,Location:4.3/5 | Hospitality:4.7/5 | Facilities:4.3/5 | Cleanliness:4.7/5 | Value for Money:4.7/5 | Food:4.7/5
1589,Gautam Buddha Marg,Lucknow,India,26.843224,80.927876,1,Location:4.0,33,Excellent:14|Very Good:5|Average:6|Poor:8|Terrible:0,3.9,Family:4,0,24,1,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=LKO&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201410212017077599&i=|0,"92/140, Gautam budh marg, Latouche Rd, Ghasyari Mandi Latouch road",Hotel Shimla Inn,Hotel,Non Attached Bath Single Room|Mini Semi Deluxe Room|Deluxe Cooler|Superior Deluxe Ac Room,Uttar Pradesh,Location:4.0/5 | Hospitality:3.8/5 | Facilities:3.6/5 | Cleanliness:3.7/5 | Value for Money:3.8/5 | Food:2.3/5
1590,Panchgani,Mahabaleshwar,India,17.917184,73.758382,2,Location:3.4,12,Excellent:1|Very Good:1|Average:6|Poor:4|Terrible:0,3.3,Family:4,8,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMH&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201303181620538094&i=|0,"Near Janni Mata Mandir, Bhilar Panchgani Road",Girija Resort - Panchgani,Hotel,Deluxe Room|Super Deluxe Room,Maharashtra,Location:3.4/5 | Hospitality:3.6/5 | Facilities:2.7/5 | Cleanliness:3.1/5 | Value for Money:3.6/5 | Food:1.7/5
1591,Ottawadai Street,Mahabalipuram,India,12.6182,80.197,3,Location:1.5,154,Excellent:53|Very Good:30|Average:36|Poor:32|Terrible:3,3.8,Family:72,44,1,5,1,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMB&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201107141253475696&i=|0,"Ottawadai Street, Mahabalipuram City",Hotel Sea Breeze,Hotel,Superior Room|Executive Room|Club Room|Sea View Room,Tamil Nadu,Location:1.5/5 | Hospitality:1.0/5 | Facilities:3.7/5 | Cleanliness:2.7/5 | Value for Money:1.2/5 | Food:2.8/5
1592,Tamil Sangam Road,Madurai,India,9.925578,78.117736,3,Location:4.5,65,Excellent:46|Very Good:11|Average:3|Poor:5|Terrible:0,4.5,Family:35,13,14,1,1,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=IXM&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201310291205129095&i=|0,"57, Tamil Sangam Road, Simmakkal 800 Mtrs to Meenakshi Temple",Moskva Hotel,Hotel,Continental,Tamilnadu,Location:4.5/5 | Hospitality:4.5/5 | Facilities:4.4/5 | Cleanliness:4.3/5 | Value for Money:4.5/5 | Food:2.7/5
1593,Patharshat,Lavasa,India,18.408982,73.506877,4,Location:4.6,147,Excellent:71|Very Good:48|Average:24|Poor:3|Terrible:1,4.4,Family:60,35,0,9,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XLO&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200906031545335879&i=|0,"Plot No.7, Dasve Circle, Dasve Village Mulshi",Fortune Select Dasve,Hotel,Standard Room|Fortune Club|Suite,Maharashtra,Location:4.6/5 | Hospitality:4.4/5 | Facilities:4.2/5 | Cleanliness:4.5/5 | Value for Money:4.4/5 | Food:3.2/5
1594,Airport Area,Kolkata,India,22.618676,88.431602,2,Location:4.3,6,Excellent:3|Very Good:1|Average:1|Poor:0|Terrible:1,4,Family:0,0,5,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=CCU&country=IN&checkin=08102016&checkout=08112016&area=&roomStayQualifier=1e0e&hotelId=201208061542347601&i=,VIP Road Raghunathpur Airport Vicinity,Atithi Inn,Hotel,Ac Deluxe Double Bed,West Bengal,Location:4.3/5 | Hospitality:4.4/5 | Facilities:3.8/5 | Cleanliness:4.3/5 | Value for Money:3.8/5 | Food:3.4/5
1595,Hunsur Road,Mysore,India,12.3121,76.6405,4,Location:4.7,191,Excellent:125|Very Good:33|Average:22|Poor:11|Terrible:0,4.5,Family:96,56,18,0,3,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMY&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201304231650358754&i=|0,"The Quorum Hotel , 2257/1, Vinobha road, Mysore Mysore",The Quorum,Hotel,Luxury Room|Deluxe Room,Karnataka,Location:4.7/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.0/5 | Value for Money:4.4/5 | Food:3.1/5
1596,Ashoka Road,Mysore,India,12.322325,76.657917,2,Location:4.5,63,Excellent:35|Very Good:15|Average:10|Poor:3|Terrible:0,4.4,Family:32,17,2,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMY&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201311262003213223&i=|0,"No 354, Ashoka Road, Near St. Philomena Church Near St.Philomena Church",Hotel Sunshine,Hotel,Deluxe Non Ac|Deluxe Ac,Karnataka,Location:4.5/5 | Hospitality:4.5/5 | Facilities:4.1/5 | Cleanliness:4.5/5 | Value for Money:4.5/5 | Food:2.3/5
1597,Parikrama Marg,Mathura,India,27.574841,77.673768,3,Location:4.5,188,Excellent:111|Very Good:34|Average:26|Poor:14|Terrible:3,4.3,Family:127,32,5,1,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XAR&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201209051346593799&i=|0,"Near Iskcon, Madhuvan Colony, Vrindavan",Hotel Ananda Krishna Van,Hotel,Deluxe|Super Deluxe,Uttar Pradesh,Location:4.5/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:2.9/5
1598,Mandarmani Beach,Mandarmoni,India,21.665416,87.708123,2,Location:4.6,56,Excellent:20|Very Good:19|Average:9|Poor:7|Terrible:1,4.1,Family:30,11,0,7,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMD&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201407221629005740&i=|0,"Mandarmoni Beach Road, Dadanpatrabar, East Midnapore On the Beach",Bombay Beach Resort,Hotel,Superior Double Bed - Gr Flr|Superior Double Bed - 1st Flr,West Bengal,Location:4.6/5 | Hospitality:4.0/5 | Facilities:3.9/5 | Cleanliness:3.8/5 | Value for Money:4.0/5 | Food:3.1/5
1599,Jhula Ghar,Mussoorie,India,30.4571,78.0751,2,Location:4.7,150,Excellent:73|Very Good:33|Average:29|Poor:14|Terrible:1,4.2,Family:49,25,0,4,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMS&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200704161858167389&i=|0,"The Mall  Opposite Ropeways Mall Road, Opp Ropeways",Hotel Mall Palace,Hotel,Deluxe Terrace|Deluxe Balcony|Super Deluxe|Luxury Bathtub|Executive Room|Executive Balcony,Uttaranchal,Location:4.7/5 | Hospitality:4.4/5 | Facilities:4.0/5 | Cleanliness:4.1/5 | Value for Money:4.1/5 | Food:2.4/5
1600,Wardha Rd,Nagpur,India,21.08878,79.06473,3,Location:0.0,20,Excellent:16|Very Good:3|Average:0|Poor:1|Terrible:0,4.7,Family:2,6,11,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=NAG&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201512161804201632&i=|0,"21 KANNAMWAR NAGAR WARDHA ROAD, Near Airport",Urban Hermitage,Hotel,Club Room,Maharashtra,Location:0.0/5 | Hospitality:0.0/5 | Facilities:4.4/5 | Cleanliness:4.6/5 | Value for Money:0.0/5 | Food:1.2/5
1601,Mangulam Road,Munnar,India,10.01883,77.015109,2,Location:4.5,27,Excellent:13|Very Good:8|Average:4|Poor:1|Terrible:1,4.3,Family:10,9,1,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMN&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=200903130936198559&i=|0,"Kurisupara, Kallar Mankulam Road, Kallar- Vattayar PO Mankulam, Munnar",Falling Waters,Hotel,Water View Suites|Garden Suite 2 Bed-room,kerala,Location:4.5/5 | Hospitality:4.5/5 | Facilities:4.0/5 | Cleanliness:3.6/5 | Value for Money:4.3/5 | Food:3.4/5
1602,Munnar Road,Munnar,India,10.08843,77.062706,2,Location:3.1,25,Excellent:0|Very Good:5|Average:9|Poor:6|Terrible:5,2.9,Family:15,9,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMN&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=20121115133805111&i=|0,"Near Police Station, Devikulam Road Munnar",Munnar Heaven,Hotel,Deluxe,Kerala,Location:3.1/5 | Hospitality:3.1/5 | Facilities:2.5/5 | Cleanliness:2.8/5 | Value for Money:3.1/5 | Food:3.2/5
1603,Central Mussoorie,Mussoorie,India,30.449999,78.080001,2,Location:3.4,15,Excellent:4|Very Good:2|Average:2|Poor:7|Terrible:0,3.4,Family:4,4,1,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMS&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201404271049246767&i=|0,"Picture Palace, Tilak Road, Near Hotel Mussoorie Club Mall Road",Hotel Mussoorie Midview,Hotel,Deluxe Room|Four Bed Non-ac Room,Uttarakhand,Location:3.4/5 | Hospitality:3.1/5 | Facilities:3.3/5 | Cleanliness:2.3/5 | Value for Money:3.1/5 | Food:2.1/5
1604,Menna Bazzar,Mysore,India,12.320327,76.657309,2,Location:3.3,27,Excellent:8|Very Good:5|Average:9|Poor:3|Terrible:2,3.6,Family:12,11,3,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMY&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201306121414034733&i=|0,"2285,20 West0 Cross, Ashoka Road Mysore",Blue Moon Residency,Hotel,Double A/c,Karnataka,Location:3.3/5 | Hospitality:3.6/5 | Facilities:3.4/5 | Cleanliness:3.9/5 | Value for Money:3.6/5 | Food:2.3/5
1605,Masani Bypass Road,Mathura,India,27.524649,77.665322,3,Location:4.1,21,Excellent:6|Very Good:6|Average:4|Poor:4|Terrible:1,3.8,Family:7,7,3,2,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XAR&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201204301749375566&i=|0,"Masani delhi by pass link road,Mathura Uttar Pradesh Masani delhi by pass link road,Mathura Uttar Pradesh",Hotel Wingston,Hotel,Deluxe.|Executive.,Uttar Pradesh,Location:4.1/5 | Hospitality:3.5/5 | Facilities:3.3/5 | Cleanliness:3.5/5 | Value for Money:3.5/5 | Food:3.0/5
1606,Gandhi Chowk,Mussoorie,India,30.460501,78.065637,2,Location:4.2,18,Excellent:8|Very Good:2|Average:1|Poor:6|Terrible:1,3.7,Family:12,2,0,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMS&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201107061135382922&i=|0,Library Bazar Library Bazar,Hotel Prince,Hotel,Semi Deluxe Double Bed Room|Deluxe Double Bed Room|Standard Four Bed|Super Deluxe Double Bed|Triple Bed Deluxe|Semi Deluxe Four Bed|Deluxe Four Bed|Delux Cottege,Uttarakhand,Location:4.2/5 | Hospitality:3.8/5 | Facilities:3.6/5 | Cleanliness:3.6/5 | Value for Money:3.7/5 | Food:0.5/5
1607,Mysore KSRTC Bus Station,Mysore,India,12.311714,76.659163,2,Location:4.3,71,Excellent:22|Very Good:11|Average:11|Poor:26|Terrible:1,3.6,Family:31,13,12,0,0,https://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMY&country=IN&checkin=10042016&checkout=10052016&area=&roomStayQualifier=1e0e&hotelId=201412121903358881&i=|0,"Shop No. 2911, Opp. KSRTC Bus Stand, BN Road Mysore",Shastri Paradise,Hotel,Non Ac Standard|Deluxe Double Non Ac|Deluxe Double Ac|Executive 3 Bed Non A/c|Executive 3 Bed A/c,Karnataka,Location:4.3/5 | Hospitality:3.2/5 | Facilities:3.3/5 | Cleanliness:2.7/5 | Value for Money:3.2/5 | Food:1.7/5
