,area,city,country,latitude,longitude,hotel_star_rating,mmt_location_rating,mmt_review_count,mmt_review_rating,mmt_review_score,mmt_traveller_type_review_count,Couple,Solo,Friends,Business,pageurl,property_address,property_name,property_type,room_types,state,traveller_rating
951,Near Titos Lane,Goa,India,15.555794,73.753943,2,Location:4.6,10,Excellent:7|Very Good:0|Average:1|Poor:1|Terrible:1,4.1,Family:3,3,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=GOI&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201512071631121455&i=,"Titos Lane, Near Titos Club Santa Wado Baga",Angelina Beach Resort Goa,Hotel,Standard Ac|Deluxe Ac,Goa,Location:4.6/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:3.6/5 | Value for Money:4.0/5 | Food:0.0/5
952,Calangute,Goa,India,15.546343,73.766649,2,Location:4.5,2,Excellent:2|Very Good:0|Average:0|Poor:0|Terrible:0,4.8,Family:0,2,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=GOI&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201512101646265343&i=,"House No4/4A,Porba Vaddo Calangute",BETELNUT INN Marketed by Adore,Hotel,`standard|Deluxe,Goa,Location:4.5/5 | Hospitality:5.0/5 | Facilities:4.5/5 | Cleanliness:2.5/5 | Value for Money:5.0/5 | Food:0.0/5
953,North Goa,Goa,India,15.529038,73.766962,4,Location:4.8,25,Excellent:16|Very Good:4|Average:5|Poor:0|Terrible:0,4.5,Family:7,16,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=GOI&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201512121606154014&i=,"Anna Waddo, Main Candolim Road, Candolim Beach Road",Hyatt Place Goa/ Candolim,Hotel,Standard Room,Goa,Location:4.8/5 | Hospitality:4.3/5 | Facilities:4.3/5 | Cleanliness:3.5/5 | Value for Money:4.3/5 | Food:0.3/5
954,North Goa,Goa,India,15.575094,73.740674,3,Location:4.5,30,Excellent:11|Very Good:5|Average:6|Poor:6|Terrible:2,3.8,Family:4,15,3,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=GOI&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=20151229151142503&i=,"Pelomar Chale, Goankar Vaddo, Mid Anjuna Beach, Goa Anjuna Beach",Fabhotel Anjuna Beachfront,Hotel,Deluxe,Goa,Location:4.5/5 | Hospitality:3.5/5 | Facilities:3.3/5 | Cleanliness:3.0/5 | Value for Money:3.5/5 | Food:1.1/5
955,North Goa,Goa,India,15.527123,73.765361,3,Location:5.0,1,Excellent:0|Very Good:1|Average:0|Poor:0|Terrible:0,4.4,Family:1,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=GOI&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201601051117452612&i=,"1088 Fort Aguada Road, Escriao Vaddo Candolim",Zense Resort,Hotel,Executive Twin|Deluxe|Ac Luxury Room|Junior Suite|Master Suite,Goa,Location:5.0/5 | Hospitality:5.0/5 | Facilities:4.0/5 | Cleanliness:5.0/5 | Value for Money:5.0/5 | Food:0.0/5
956,Kota,Kota,India,25.143827,75.853398,3,Location:4.4,7,Excellent:5|Very Good:0|Average:1|Poor:0|Terrible:1,4.3,Family:2,1,2,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOK&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201412221613299650&i=,"Near I L Colony, Main gate Kota",Hotel Madhushree,Hotel,Ruby Ac Double,Rajasthan,Location:4.4/5 | Hospitality:4.3/5 | Facilities:4.1/5 | Cleanliness:4.3/5 | Value for Money:4.3/5 | Food:1.7/5
957,betwa riverside,Orchha,India,25.346808,78.641035,1,Location:4.1,7,Excellent:0|Very Good:1|Average:4|Poor:2|Terrible:0,3.2,Family:3,2,1,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOR&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201109261346579967&i=,"Near Betwa River,Orchaa Tikamgarg betwa riverside",Hotel Sun Rise,Hotel,Standard Non Ac|Standard  Ac,Madhya Pradesh,Location:4.1/5 | Hospitality:3.1/5 | Facilities:2.9/5 | Cleanliness:3.1/5 | Value for Money:3.1/5 | Food:2.1/5
958,Parwanoo,Parwanoo,India,30.820969,76.990457,5,Location:4.8,18,Excellent:10|Very Good:2|Average:5|Poor:1|Terrible:0,4.3,Family:7,9,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPA&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201011300937513229&i=,Moksha Himalaya Spa Resort Parwanoo,Moksha Himalaya Spa Resort,Hotel,Suite,Himachal Pradesh,Location:4.8/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.2/5 | Value for Money:4.4/5 | Food:3.1/5
959,P.O. Gagwana,Ajmer,India,26.514789,74.708909,3,Location:4.4,26,Excellent:18|Very Good:5|Average:2|Poor:1|Terrible:0,4.5,Family:15,3,1,3,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XAJ&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200709061531345941&i=,"Jaipur Road, Near Akashwani, P.O. Gagwana P.O. Gagwana",Hotel Chitvan,Hotel,Deluxe,Rajasthan,Location:4.4/5 | Hospitality:4.5/5 | Facilities:4.4/5 | Cleanliness:4.6/5 | Value for Money:4.5/5 | Food:3.7/5
960,Munnar Road,Munnar,India,10.009905,77.107175,3,Location:4.4,20,Excellent:18|Very Good:1|Average:0|Poor:1|Terrible:0,4.8,Family:6,9,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMN&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201506051658031750&i=,Bisonvalley Road Munnar Road,Bamboodale Resort,Hotel,Deluxe Double Room,KERALA,Location:4.4/5 | Hospitality:4.8/5 | Facilities:4.9/5 | Cleanliness:4.6/5 | Value for Money:4.8/5 | Food:3.2/5
961,Pimpri Chinchwad,Pune,India,18.627999,73.806998,3,Location:4.5,21,Excellent:12|Very Good:2|Average:5|Poor:2|Terrible:0,4.2,Family:0,6,7,1,4,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=WGP&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=20150105172811721&i=,Pimpri,Hotel Formule1 Pune Pimpri,Hotel,Standard Queen Room|Standard Twin Room,Pune,Location:4.5/5 | Hospitality:4.2/5 | Facilities:3.9/5 | Cleanliness:4.0/5 | Value for Money:4.2/5 | Food:2.3/5
962,Rue De La Caserne,Pondicherry,India,11.930947,79.83369,5,Location:4.8,48,Excellent:36|Very Good:7|Average:3|Poor:2|Terrible:0,4.6,Family:18,17,2,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200701211236014121&i=,"5, Rue De La Caserne Rue De La Caserne",Le Dupleix,Hotel,Deluxe|Penthouse,Tamil Nadu,Location:4.8/5 | Hospitality:4.8/5 | Facilities:4.4/5 | Cleanliness:4.7/5 | Value for Money:4.7/5 | Food:4.0/5
963,Goubert Avenue,Pondicherry,India,11.933375,79.835798,5,Location:4.8,157,Excellent:87|Very Good:42|Average:16|Poor:8|Terrible:4,4.3,Family:62,33,7,6,2,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200701211247118834&i=,"23, Goubert Avenue Goubert Avenue",The Promenade,Hotel,Deluxe Non Sea Facing,Pondicherry,Location:4.8/5 | Hospitality:4.6/5 | Facilities:4.3/5 | Cleanliness:4.2/5 | Value for Money:4.3/5 | Food:3.8/5
964,Kushalnagar,Coorg,India,12.4306,75.9667,2,Location:3.6,11,Excellent:4|Very Good:1|Average:3|Poor:2|Terrible:1,3.8,Family:6,3,1,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XCR&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201308311746305979&i=,"97/121,Girgure Village, Golden Temple Road, Bylakuppe Post, Periyapanta Taluq, Koppa Periyapanta Taluq, Koppa",Bota Royal Luxury Suites,Hotel,Rose|Jasmine|Anthurium|Galidolus|Hibiscus,Karnataka,Location:3.6/5 | Hospitality:3.7/5 | Facilities:3.4/5 | Cleanliness:4.4/5 | Value for Money:3.7/5 | Food:1.8/5
965,Kamaraj Salai,Pondicherry,India,11.940584,79.813301,3,Location:4.6,158,Excellent:102|Very Good:37|Average:16|Poor:3|Terrible:0,4.5,Family:73,39,8,9,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200701211651467326&i=,"479, Kamaraj Salai, Saram Kamaraj Salai",Hotel Annamalai International,Hotel,Standard|Executive|King Suite|Annamalai Suite,Tamilnadu,Location:4.6/5 | Hospitality:4.6/5 | Facilities:4.5/5 | Cleanliness:4.4/5 | Value for Money:4.5/5 | Food:3.7/5
966,Thiruvalluvar Nagar,Pondicherry,India,11.94222,79.828882,4,Location:4.6,271,Excellent:147|Very Good:73|Average:37|Poor:13|Terrible:1,4.4,Family:123,68,16,3,4,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=20070323092754485&i=,"S.V. PATEL ROAD, Pondicherry",Anandha Inn,Hotel,Standard,Tamil Nadu,Location:4.6/5 | Hospitality:4.4/5 | Facilities:4.4/5 | Cleanliness:4.2/5 | Value for Money:4.4/5 | Food:3.2/5
967,Mettupalayam - Kotagiri Rd,Ooty,India,11.42268,76.834131,2,Location:3.5,2,Excellent:0|Very Good:1|Average:1|Poor:0|Terrible:0,3.7,Family:2,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOO&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201404151332552496&i=,"Addavala Bus Stop, Ooty - Kotagiri Road, Kotagiri, Near Ooty, Nilgiri District Mettupalayam - Kotagiri Rd",Orange Pekoe,Hotel,Executive Room|Standard Room,Tamilnadu,Location:3.5/5 | Hospitality:4.0/5 | Facilities:3.5/5 | Cleanliness:3.5/5 | Value for Money:4.0/5 | Food:3.5/5
968,Pudhukuppam,Pondicherry,India,12.049162,79.875173,4,Location:4.5,38,Excellent:13|Very Good:7|Average:12|Poor:4|Terrible:2,3.9,Family:17,7,0,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200704041729359929&i=,"Pudhukuppam, Keelputhupet, (via Pondicherry university) Pudhukuppam",The Dune Eco Village Resort & Spa,Hotel,Nature Cooled Accommodation|Ac Room|Ac Suite,Pondicherry,Location:4.5/5 | Hospitality:4.0/5 | Facilities:4.0/5 | Cleanliness:3.6/5 | Value for Money:3.9/5 | Food:2.6/5
969,Subbiah Salai,Pondicherry,India,11.925374,79.828063,3,Location:4.8,42,Excellent:30|Very Good:8|Average:3|Poor:1|Terrible:0,4.6,Family:6,22,8,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201502041711201122&i=,Subbaaih Salai Subbiah Salai,Hotel South Avenue,Hotel,1 Bedroom Executive With Breakfast,Pondicherry,Location:4.8/5 | Hospitality:4.5/5 | Facilities:4.4/5 | Cleanliness:4.2/5 | Value for Money:4.5/5 | Food:2.8/5
970,Ecr Main Road,Pondicherry,India,12.014722,79.860278,2,Location:4.5,134,Excellent:49|Very Good:23|Average:39|Poor:19|Terrible:4,3.9,Family:60,16,3,9,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200706201945588155&i=,"East Cost Road, Opp Pondicherry Engg College, Pondy University, Chinna Kalapet Chinna Kalapet",St James Court Beach Resort,Resort,Deluxe|Super Deluxe|Executive Suite,Tamilnadu,Location:4.5/5 | Hospitality:3.9/5 | Facilities:3.6/5 | Cleanliness:3.8/5 | Value for Money:3.7/5 | Food:2.7/5
971,Club Rd,Ooty,India,11.413884,76.697896,2,Location:4.3,24,Excellent:4|Very Good:4|Average:6|Poor:9|Terrible:1,3.3,Family:14,6,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOO&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201404191830093962&i=,"Mysore Road, Opp Ooty Club, Nilgiris, Club Rd",Hotel Jaysanthi,Hotel,Deluxe|Super Deluxe|Luxury (with Balcony),Tamil Nadu,Location:4.3/5 | Hospitality:3.4/5 | Facilities:3.0/5 | Cleanliness:3.0/5 | Value for Money:3.4/5 | Food:2.0/5
972,Marayoor P.O.,Munnar,India,10.27811,77.16433,1,Location:3.0,7,Excellent:1|Very Good:1|Average:1|Poor:1|Terrible:3,2.9,Family:6,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMN&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201112022041312477&i=,"Chandana Group of Hotels, Marayoor, PO Munnar, Dist Idduki Marayoor P.O.",Chandana Resort,Hotel,Deluxe|Deluxe Suite|Executive Suite,Kerala,Location:3.0/5 | Hospitality:3.0/5 | Facilities:2.9/5 | Cleanliness:2.9/5 | Value for Money:3.0/5 | Food:2.0/5
973,Khailand Market,Ajmer,India,26.462193,74.63412685,2,Location:4.8,11,Excellent:8|Very Good:2|Average:1|Poor:0|Terrible:0,4.6,Family:2,2,5,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XAJ&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200709061806123729&i=,"Bhainsa Complex, Prithvi Raj Marg, Ajmer. Khailand Market",Hotel Kanak Sagar,Hotel,Deluxe|Super Deluxe|Deluxe Four Bedded,Rajasthan,Location:4.8/5 | Hospitality:4.9/5 | Facilities:4.5/5 | Cleanliness:4.3/5 | Value for Money:4.8/5 | Food:3.9/5
974,Periya Mudaliar Chavadi,Pondicherry,India,11.9853,79.847,1,Location:2.0,1,Excellent:0|Very Good:0|Average:0|Poor:0|Terrible:1,1.9,Family:0,0,0,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=20150204173702479&i=,"Blue Lagoon - Auroville Beach Road, Periyamudaliar Chavadi Periya Mudaliar Chavadi",Blue Lagoon - Auroville Beach,Hotel,`standard Room,Tamil Nadu,Location:2.0/5 | Hospitality:2.0/5 | Facilities:2.0/5 | Cleanliness:2.0/5 | Value for Money:2.0/5 | Food:2.0/5
975,Near Sai Baba Temple,Shirdi,India,19.768,74.4779,3,Location:4.8,150,Excellent:70|Very Good:33|Average:32|Poor:13|Terrible:2,4.2,Family:90,38,13,5,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=WGP&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201502241821024487&i=,"Behind Sai Udyan,Lane Opp to Gate No 2 Near Sai Baba Temple","Golden Tree,Goradias",Hotel,Twin Executive Room|A/c Deluxe Room|Super Executive Ac Room|Double Super Deluxe Ac|A/c Suite Room,Maharashtra,Location:4.8/5 | Hospitality:4.1/5 | Facilities:4.0/5 | Cleanliness:3.9/5 | Value for Money:4.1/5 | Food:2.7/5
976,Pondicherry,Pondicherry,India,11.95251,79.829407,3,Location:4.0,340,Excellent:110|Very Good:87|Average:89|Poor:44|Terrible:10,3.9,Family:104,66,21,14,5,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200706220957302996&i=,"Old Venus Theatre,Karuvadikuppam, Main Road,Saram Revenue Village,Oulgaret Municipality, Pondicherry",Ginger Hotel - Pondicherry,Hotel,Standard Double/Twin|Single,Tamil Nadu,Location:4.0/5 | Hospitality:4.1/5 | Facilities:3.7/5 | Cleanliness:3.9/5 | Value for Money:4.0/5 | Food:2.5/5
977,Chithirapuram,Munnar,India,10.0421,77.0399,4,Location:4.8,34,Excellent:23|Very Good:8|Average:2|Poor:1|Terrible:0,4.6,Family:17,11,0,3,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMN&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201506191236396054&i=,Power House  Road Chithirapuram,Orchid Highlands Resort,Hotel,Deluxe|Executive|Premium|Presidential Suite,kerala,Location:4.8/5 | Hospitality:4.7/5 | Facilities:4.4/5 | Cleanliness:4.6/5 | Value for Money:4.7/5 | Food:3.1/5
978,Alibaug Mandwa Road,Alibagh,India,18.431362,72.977427,3,Location:2.0,1,Excellent:0|Very Good:0|Average:0|Poor:1|Terrible:0,2.8,Family:1,0,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XGH&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201509061937092510&i=,"Near Phansad Bird Sanctuary, Alibaug Mandwa Road","Jenjon Holiday Homes - Phansad, Alibaug",Hotel,A/c Premium Cottage,Maharashtra,Location:2.0/5 | Hospitality:5.0/5 | Facilities:3.0/5 | Cleanliness:0.0/5 | Value for Money:5.0/5 | Food:0.0/5
979,Pondicherry,Pondicherry,India,11.9329,79.8154,1,Location:4.6,16,Excellent:6|Very Good:3|Average:2|Poor:4|Terrible:1,3.8,Family:4,4,5,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201502111658408678&i=,"No14, Ayyanar Koil Street, Raja Nagar, Near Pondicherry Bus stand, Pondicherry - 605013. Pondicherry",Aditya Inn,Hotel,Double Non Ac Room|Double A/c,Punjab,Location:4.6/5 | Hospitality:3.9/5 | Facilities:3.6/5 | Cleanliness:3.9/5 | Value for Money:3.9/5 | Food:2.6/5
980,Arni Road,Ooty,India,11.4143,76.7187,2,Location:3.7,109,Excellent:47|Very Good:12|Average:16|Poor:24|Terrible:10,3.8,Family:54,43,2,5,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOO&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201409061754386263&i=,"Glen Park Inn, Arni House, Kodappamund Arni Road",Glen Park Inn,Hotel,Double Bedded Room|2 Bed Cottage|3 Bed Cottage,Tamil Nadu,Location:3.7/5 | Hospitality:3.8/5 | Facilities:3.7/5 | Cleanliness:3.4/5 | Value for Money:3.8/5 | Food:1.9/5
981,Madikeri,Coorg,India,12.486928,75.795101,2,Location:4.5,4,Excellent:1|Very Good:2|Average:1|Poor:0|Terrible:0,4.3,Family:2,2,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XCR&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201310261844374697&i=,"Meriyanda Estate, Avandi Village, Hattihole, Madikeri Taluk Madikeri",Meriyanda Nature Lodge,Hotel,Planters Cottage|Valley View Cottage|Queens Villa|Kings Villa,Karnataka,Location:4.5/5 | Hospitality:4.5/5 | Facilities:3.5/5 | Cleanliness:4.8/5 | Value for Money:4.5/5 | Food:4.0/5
982,Manapattu,Pondicherry,India,11.80554,79.798152,4,Location:4.4,137,Excellent:69|Very Good:32|Average:23|Poor:8|Terrible:5,4.2,Family:50,30,2,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200804161301017826&i=,"Manapattu,Off Cuddalore Highway Manapattu",Club Mahindra Puducherry,Hotel,Superior,Tamil Nadu,Location:4.4/5 | Hospitality:4.3/5 | Facilities:4.2/5 | Cleanliness:4.3/5 | Value for Money:4.2/5 | Food:3.7/5
983,Ettines Road,Ooty,India,11.405356,76.708038,1,Location:4.2,12,Excellent:2|Very Good:1|Average:2|Poor:6|Terrible:1,3.1,Family:6,1,1,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOO&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201511031516567223&i=,"Ettines Road, Near Vijaya Hospital, Ooty Nilgiri 643001. Ettines Road",Vedanta Wake Up - Town Center,Hotel,1 Bed In Shared Dormitory Room|Deluxe Non Ac Room,Tamilnadu,Location:4.2/5 | Hospitality:2.7/5 | Facilities:2.8/5 | Cleanliness:2.7/5 | Value for Money:2.7/5 | Food:0.9/5
984,S.V. Patel Road,Pondicherry,India,11.94212,79.83065,3,Location:4.5,99,Excellent:55|Very Good:25|Average:14|Poor:4|Terrible:1,4.4,Family:25,19,7,1,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200810041136365554&i=,#126 S V Patel Salai Pondicherry S.V. Patel Road,Hotel Atithi,Hotel,Superior Room|Executive|Business Suite,Pondicherry,Location:4.5/5 | Hospitality:4.4/5 | Facilities:4.3/5 | Cleanliness:4.5/5 | Value for Money:4.3/5 | Food:3.2/5
985,Kovalam,Kovalam and Poovar,India,8.383158,76.982322,2,Location:3.2,6,Excellent:0|Very Good:1|Average:1|Poor:3|Terrible:1,2.8,Family:1,1,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOV&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200701161259289624&i=,"Light House Road, Kovalam Beach,vizhinjam Kovalam",Soma Palmshore,Hotel,Sea Facing Ac Standard,Kerala,Location:3.2/5 | Hospitality:4.5/5 | Facilities:2.7/5 | Cleanliness:3.0/5 | Value for Money:3.0/5 | Food:2.0/5
986,Dargah Road,Ajmer,India,26.463995,74.628134,1,Location:4.6,12,Excellent:7|Very Good:1|Average:1|Poor:2|Terrible:1,4,Family:8,2,2,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XAJ&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200709071004483048&i=,Dargh Road Ajmer Dargah Road,Hotel Sobhraj,Hotel,Standard Room Non Ac|Deluxe Room|Super Deluxe Room|Triple Bed Ac|Four Bed AC,Rajasthan,Location:4.6/5 | Hospitality:4.2/5 | Facilities:3.9/5 | Cleanliness:3.4/5 | Value for Money:4.2/5 | Food:3.2/5
987,Munnar Road,Munnar,India,10.244567,77.503286,2,Location:4.4,17,Excellent:5|Very Good:2|Average:5|Poor:3|Terrible:2,3.6,Family:7,4,2,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XMN&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=201112082015421602&i=,"M G Road, Munnar, Dist Idduki Munnar Town",Hotel Raahath Inn,Hotel,Deluxe,Kerala,Location:4.4/5 | Hospitality:3.6/5 | Facilities:3.2/5 | Cleanliness:3.7/5 | Value for Money:3.8/5 | Food:2.0/5
988,Kovalam,Kovalam and Poovar,India,8.383289,76.981424,3,Location:4.4,127,Excellent:57|Very Good:26|Average:30|Poor:11|Terrible:3,4.1,Family:56,34,3,1,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOV&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200703311006469496&i=,Kovalam Beach Light House Beach,Sagara Beach Resort,Hotel,Ac Double (garden View)|Deluxe Ac|Palace Sea View,Kerala,Location:4.4/5 | Hospitality:4.1/5 | Facilities:4.0/5 | Cleanliness:4.1/5 | Value for Money:4.1/5 | Food:3.4/5
989,Lataguri,Dooars,India,26.707492,88.772416,2,Location:4.5,2,Excellent:1|Very Good:1|Average:0|Poor:0|Terrible:0,4.7,Family:1,1,0,0,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XDO&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=2015120318334975&i=,"Kalamati Road, Purbo Lataguri Lataguri",Banyan Tree Resort,Hotel,Double Bed Non Ac|Family Room (3 Bed Non Ac)|2 Bed Executive Ac|3 Bed Ac Executive Family Room|2 Bed Deluxe Ac|2 Bed Super Deluxe Ac,West Bengal,Location:4.5/5 | Hospitality:4.5/5 | Facilities:4.5/5 | Cleanliness:2.5/5 | Value for Money:4.5/5 | Food:0.0/5
990,S.V. Patel Road,Pondicherry,India,11.941362,79.832088,2,Location:4.5,33,Excellent:6|Very Good:9|Average:10|Poor:7|Terrible:1,3.7,Family:7,8,2,2,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200902181855428453&i=,"72-A, S.V.PATEL SALAI, PONDICHERRY S.V. Patel Road",Lotus Comfort Hotel,Hotel,Executive|Standard Room|Superior,Pondicherry,Location:4.5/5 | Hospitality:3.6/5 | Facilities:3.4/5 | Cleanliness:3.7/5 | Value for Money:3.5/5 | Food:1.8/5
991,Kovalam,Kovalam and Poovar,India,8.402169,76.973185,5,Location:4.6,133,Excellent:55|Very Good:42|Average:21|Poor:13|Terrible:2,4.2,Family:47,29,1,2,1,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XOV&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=20070421124036837&i=,GV Raja Road Kovalam Beach,Uday Samudra Leisure Beach Hotel,Hotel,Ayur Ashram|Attrium|Exotica Premium,Kerala,Location:4.6/5 | Hospitality:4.2/5 | Facilities:4.1/5 | Cleanliness:4.0/5 | Value for Money:4.1/5 | Food:3.3/5
992,Maraimalai Adigal Salai,Pondicherry,India,11.931876,79.814829,2,Location:4.1,91,Excellent:20|Very Good:21|Average:32|Poor:11|Terrible:7,3.6,Family:14,11,10,3,0,http://hotelz.makemytrip.com/makemytrip/site/hotels/detail?&city=XPC&country=IN&checkin=08172016&checkout=08182016&area=&roomStayQualifier=1e0e&hotelId=200905151859205237&i=,#2125  5 Maraimalai Adigal Salai Opposite to Main Bus Stand Maraimalai Adigal Salai,Sri Sabthagiri,Hotel,Standard Non Ac|Deluxe Ac,Pondicherry,Location:4.1/5 | Hospitality:3.9/5 | Facilities:3.4/5 | Cleanliness:3.7/5 | Value for Money:3.5/5 | Food:2.3/5
